epoch,train_loss,val_top1,val_top5,lr
234,3.136438,0.6028,0.8199,3.844e-05
235,3.279384,0.5979,0.8179,3.762e-05
236,3.213462,0.5994,0.8172,3.681e-05
237,3.255942,0.6049,0.8203,3.601e-05
238,3.29715,0.5984,0.8167,3.522e-05
239,3.17488,0.6,0.8193,3.444e-05
240,3.308489,0.6022,0.8172,3.367e-05
241,3.192726,0.5964,0.8193,3.292e-05
242,3.268988,0.5979,0.8179,3.217e-05
243,3.215175,0.6021,0.8218,3.144e-05
244,3.262356,0.5993,0.8206,3.071e-05
245,3.232248,0.6035,0.8197,3e-05
246,3.184623,0.6034,0.8189,2.93e-05
247,3.186156,0.6004,0.8192,2.861e-05
248,3.25785,0.6007,0.8176,2.793e-05
249,3.241587,0.6029,0.8195,2.727e-05
250,3.218435,0.6004,0.8182,2.661e-05
251,3.197709,0.6052,0.8217,2.597e-05
252,3.181059,0.6005,0.819,2.534e-05
253,3.224048,0.597,0.817,2.472e-05
254,3.268172,0.5993,0.8201,2.411e-05
255,3.225035,0.6026,0.8189,2.352e-05
256,3.239198,0.6016,0.8196,2.293e-05
257,3.256021,0.5976,0.8169,2.236e-05
258,3.197471,0.6019,0.8178,2.18e-05
259,3.224901,0.6008,0.8186,2.126e-05
260,3.228294,0.6013,0.8199,2.072e-05
261,3.260704,0.6015,0.8213,2.02e-05
262,3.229072,0.6036,0.8196,1.969e-05
263,3.206082,0.605,0.8207,1.92e-05
264,3.175727,0.6023,0.8193,1.871e-05
265,3.229787,0.5997,0.8168,1.824e-05
266,3.196449,0.6009,0.8199,1.778e-05
267,3.271913,0.6011,0.8195,1.733e-05
268,3.173108,0.6053,0.8203,1.69e-05
269,3.195872,0.6035,0.8196,1.648e-05
270,3.199033,0.6042,0.8196,1.607e-05
271,3.211929,0.6031,0.8177,1.568e-05
272,3.245353,0.6023,0.8202,1.53e-05
273,3.240085,0.6036,0.818,1.493e-05
274,3.200935,0.6028,0.8187,1.457e-05
275,3.182229,0.6019,0.82,1.423e-05
276,3.174879,0.6021,0.8197,1.39e-05
277,3.190025,0.6035,0.8193,1.358e-05
278,3.228741,0.6009,0.8193,1.328e-05
279,3.231177,0.6003,0.8172,1.299e-05
280,3.252702,0.6016,0.8175,1.271e-05
281,3.127914,0.6033,0.8194,1.245e-05
282,3.174618,0.6049,0.8215,1.22e-05
283,3.179277,0.6011,0.8187,1.196e-05
284,3.198818,0.6016,0.8191,1.174e-05
285,3.190869,0.6027,0.8186,1.153e-05
286,3.216942,0.5997,0.8175,1.133e-05
287,3.199351,0.6016,0.8188,1.115e-05
288,3.19394,0.604,0.8207,1.098e-05
289,3.246571,0.6046,0.8189,1.082e-05
290,3.228978,0.6024,0.8194,1.068e-05
291,3.147483,0.604,0.8191,1.055e-05
292,3.197184,0.6025,0.8201,1.044e-05
293,3.174051,0.604,0.8201,1.033e-05
294,3.253765,0.6029,0.819,1.024e-05
295,3.183867,0.6046,0.8193,1.017e-05
296,3.259518,0.6069,0.8212,1.011e-05
297,3.1699,0.6034,0.8201,1.006e-05
298,3.181501,0.6048,0.8198,1.003e-05
299,3.177017,0.6033,0.822,1.001e-05
