epoch,train_loss,val_top1,val_top5,lr
227,3.274971,0.5342,0.7653,4.447e-05
228,3.334523,0.533,0.7679,4.358e-05
229,3.28621,0.5379,0.7714,4.27e-05
230,3.323796,0.5341,0.7657,4.183e-05
231,3.371152,0.5349,0.7667,4.097e-05
232,3.328008,0.5336,0.7669,4.011e-05
233,3.278825,0.5393,0.7658,3.927e-05
234,3.311465,0.5396,0.772,3.844e-05
235,3.30625,0.5388,0.77,3.762e-05
236,3.262402,0.5377,0.7676,3.681e-05
237,3.294623,0.5379,0.7674,3.601e-05
238,3.24807,0.5387,0.7697,3.522e-05
239,3.379369,0.5385,0.7661,3.444e-05
240,3.275173,0.5385,0.7678,3.367e-05
241,3.293121,0.5389,0.769,3.292e-05
242,3.302985,0.5384,0.7687,3.217e-05
243,3.217022,0.5379,0.7685,3.144e-05
244,3.277599,0.5349,0.763,3.071e-05
245,3.317186,0.5386,0.7692,3e-05
246,3.266623,0.5415,0.7661,2.93e-05
247,3.269036,0.5353,0.7682,2.861e-05
248,3.28121,0.5361,0.7673,2.793e-05
249,3.297738,0.537,0.7656,2.727e-05
250,3.226009,0.5432,0.7679,2.661e-05
251,3.224547,0.5377,0.7633,2.597e-05
252,3.196125,0.5357,0.7665,2.534e-05
253,3.241706,0.5345,0.7659,2.472e-05
254,3.32707,0.5384,0.7679,2.411e-05
255,3.207879,0.5373,0.7682,2.352e-05
256,3.264544,0.5334,0.7642,2.293e-05
257,3.237859,0.5391,0.7695,2.236e-05
258,3.217678,0.5364,0.7659,2.18e-05
259,3.185331,0.5343,0.764,2.126e-05
260,3.248993,0.5377,0.7674,2.072e-05
261,3.265588,0.5392,0.7673,2.02e-05
262,3.227572,0.5367,0.7711,1.969e-05
263,3.205023,0.5362,0.7686,1.92e-05
264,3.1889,0.5381,0.7659,1.871e-05
265,3.271699,0.539,0.7681,1.824e-05
266,3.186025,0.5349,0.7664,1.778e-05
267,3.261825,0.5355,0.7675,1.733e-05
268,3.256674,0.5394,0.7666,1.69e-05
269,3.279088,0.5412,0.7668,1.648e-05
270,3.250101,0.5415,0.7707,1.607e-05
271,3.166634,0.5383,0.7691,1.568e-05
272,3.276039,0.5398,0.7696,1.53e-05
273,3.230464,0.5411,0.7709,1.493e-05
274,3.268626,0.5405,0.7679,1.457e-05
275,3.25762,0.5408,0.7688,1.423e-05
276,3.20453,0.5411,0.7709,1.39e-05
277,3.217476,0.5366,0.7694,1.358e-05
278,3.234052,0.5391,0.7695,1.328e-05
279,3.159062,0.5385,0.7675,1.299e-05
280,3.221564,0.5383,0.7675,1.271e-05
281,3.219666,0.5397,0.7665,1.245e-05
282,3.162892,0.54,0.7687,1.22e-05
283,3.261897,0.538,0.7675,1.196e-05
284,3.160192,0.5372,0.7691,1.174e-05
285,3.232201,0.5373,0.7679,1.153e-05
286,3.27437,0.5392,0.7695,1.133e-05
287,3.264041,0.5369,0.7673,1.115e-05
288,3.198842,0.5348,0.7673,1.098e-05
289,3.153133,0.5393,0.7699,1.082e-05
290,3.157401,0.539,0.7706,1.068e-05
291,3.19838,0.5362,0.77,1.055e-05
292,3.305761,0.5377,0.7692,1.044e-05
293,3.175546,0.5378,0.7691,1.033e-05
294,3.25276,0.537,0.7678,1.024e-05
295,3.290865,0.5355,0.7698,1.017e-05
296,3.264984,0.5383,0.7668,1.011e-05
297,3.226608,0.5387,0.7674,1.006e-05
298,3.212348,0.535,0.7657,1.003e-05
299,3.157639,0.5362,0.7676,1.001e-05
